id,xIndex,yIndex,AUTO,xcoord,ycoord,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE
23,1,23,1,1589405.5909448308,7185346.177945557,False,False,False
24,1,24,2,1587225.5201073156,7180694.842096147,False,False,False
25,1,25,3,1587376.8904192827,7172442.878727417,False,False,False
26,1,26,4,1587666.9697047651,7164042.683653296,False,False,False
27,1,27,5,1587945.2819046574,7155981.0836582715,True,True,False
28,1,28,6,1588154.287705878,7149925.63152127,False,False,False
51,1,51,7,1576155.3706493124,6951510.791920694,False,False,False
52,1,52,8,1574616.8357008472,6945370.585156599,False,False,False
53,1,53,9,1574057.125310822,6941049.995207831,False,False,False
147,2,23,10,1595593.086962098,7186371.87619077,False,False,False
148,2,24,11,1594408.0857504923,7180302.434280546,False,False,False
149,2,25,12,1593893.5634364353,7171804.435229784,False,False,False
150,2,26,13,1593380.3704167078,7163315.544592275,False,False,False
151,2,27,14,1592868.5017023394,7154835.736468817,True,True,False
152,2,28,15,1592535.1103534196,7146458.448521764,True,False,False
153,2,29,16,1592776.1201717267,7138019.812685888,False,False,False
154,2,30,17,1593062.967382077,7129574.6556580495,False,False,False
155,2,31,18,1593347.6673211884,7121190.639096917,False,False,False
156,2,32,19,1593625.4740046435,7113007.636104939,False,False,False
157,2,33,20,1593849.8088918943,7106398.2634262955,False,False,False
172,2,48,21,1586195.7180215928,6974787.162004888,False,False,False
173,2,49,22,1584801.8853575932,6969255.736812503,False,False,False
174,2,50,23,1582909.5265372063,6961738.7755066715,False,False,False
175,2,51,24,1581136.3631972156,6953834.008870241,False,False,False
176,2,52,25,1580488.0908515963,6945718.491149212,False,False,False
177,2,53,26,1580629.9385811067,6939521.821520248,False,False,False
270,3,22,27,1607462.3014082704,7192538.496915589,False,False,False
271,3,23,28,1603732.23187887,7187681.171638195,False,False,False
272,3,24,29,1602891.4525339429,7179789.37264503,False,False,False
273,3,25,30,1602367.9156486706,7171292.552035792,False,False,False
274,3,26,31,1601845.7311563725,7162804.835335386,False,False,False
275,3,27,32,1601324.8939823902,7154326.196667256,True,True,False
276,3,28,33,1600805.3990776713,7145856.610249538,True,False,False
277,3,29,34,1600287.2414186138,7137396.050394572,False,False,False
278,3,30,35,1599770.4160069027,7128944.491508446,False,False,False
279,3,31,36,1599254.9178693525,7120501.908090508,False,False,False
280,3,32,37,1598740.7420577519,7112068.274732913,False,False,False
281,3,33,38,1598287.2589548451,7103684.539616242,False,False,False
282,3,34,39,1598413.3512901457,7095345.611478084,False,False,False
283,3,35,40,1598694.1684192223,7086937.812454733,False,False,False
284,3,36,41,1598973.3188790637,7078578.0856177015,False,False,False
285,3,37,42,1599248.0092496418,7070350.158220836,True,False,False
286,3,38,43,1599489.8367792454,7063105.145941068,True,True,False
294,3,46,44,1594908.9869442747,6992643.389224618,False,False,False
295,3,47,45,1593212.9565714526,6985944.429052392,True,False,False
296,3,48,46,1591218.9905671417,6978000.021590205,False,False,False
297,3,49,47,1590197.392196663,6970041.687013153,False,False,False
298,3,50,48,1589706.199667106,6961764.913072164,False,False,False
299,3,51,49,1589216.2399917461,6953496.62347387,False,False,False
300,3,52,50,1588727.5086905821,6945236.79457261,False,False,False
301,3,53,51,1588570.3309147176,6937665.893884378,False,False,False
394,4,22,52,1613330.1544289568,7193497.690487317,False,False,False
395,4,23,53,1611907.7230189084,7187772.140096656,False,False,False
396,4,24,54,1611373.7949235057,7179267.392941425,False,False,False
397,4,25,55,1610841.2474858416,7170771.77106249,False,False,False
398,4,26,56,1610310.0755194968,7162285.248511307,False,False,False
399,4,27,57,1609780.2738642523,7153807.799434339,True,True,False
400,4,28,58,1609251.8373859217,7145339.398072599,True,False,False
401,4,29,59,1608724.760976189,7136880.0187611645,False,False,False
402,4,30,60,1608199.0395524476,7128429.635928715,False,False,False
403,4,31,61,1607674.6680576368,7119988.224097049,False,False,False
404,4,32,62,1607151.6414600853,7111555.757880635,False,False,False
405,4,33,63,1606629.9547533502,7103132.211986133,False,False,False
406,4,34,64,1606109.6029560622,7094717.561211947,False,False,False
407,4,35,65,1605590.581111766,7086311.780447756,False,False,False
408,4,36,66,1605072.8842887692,7077914.844674065,False,False,False
409,4,37,67,1604556.5075799862,7069526.728961758,True,False,False
410,4,38,68,1604045.5775477185,7061150.868499082,True,True,False
411,4,39,69,1603996.7242150372,7052897.648813341,False,False,False
412,4,40,70,1604271.6012096459,7044528.219294199,True,True,False
413,4,41,71,1604545.146258509,7036197.769411239,True,False,False
414,4,42,72,1604815.6003637144,7027959.918181851,True,False,False
415,4,43,73,1605047.1992802916,7019851.300382046,False,False,False
416,4,44,74,1603552.465123169,7010098.3414743,True,False,False
