id,xIndex,yIndex,AUTO,xcoord,ycoord,BOOL_ROAD,BOOL_RAILW,BOOL_WATER,start,end,cost
127,"10","10",107,2293541.904145567677915,6520592.437550771981478,"1","1","1","20.6032374726, 50.4272098907","18.4633480093, 54.2213179507",576088.074661108
128,"10","11",108,2282470.156134527642280,6443336.270382503047585,"1","1","1","20.503778268, 49.9830231603","18.4633480093, 54.2213179507",660755.385249948
129,"10","12",109,2271600.590105719864368,6366830.425729199312627,"1","1","0","20.4061352951, 49.5390709625","18.4633480093, 54.2213179507",766775.565580352
130,"10","13",110,2252323.808393436018378,6321225.713652988895774,"1","1","0","20.2329690187, 49.2724979213","18.4633480093, 54.2213179507",753543.918008615
131,"11","1",111,2490938.218764155637473,7217165.600321416743100,"1","0","0","22.3764787371, 54.2474775512","18.4633480093, 54.2213179507",367321.999914066
132,"11","2",112,2476133.355900800786912,7151442.346301335841417,"1","1","0","22.2434843912, 53.9010699523","18.4633480093, 54.2213179507",345053.600188066
133,"11","3",113,2461842.763323028571904,7068379.293853763490915,"1","1","0","22.1151098139, 53.4591248924","18.4633480093, 54.2213179507",311865.014158507
134,"11","4",114,2447907.208973562810570,6986141.589136021211743,"1","1","0","21.9899245993, 53.0169919457","18.4633480093, 54.2213179507",451213.677916062
135,"11","5",115,2434314.150639138650149,6904707.821233769878745,"1","1","0","21.8678160787, 52.5746708736","18.4633480093, 54.2213179507",385636.97658657
136,"11","6",116,2421051.630903364159167,6824057.246808893978596,"1","1","0","21.7486768368, 52.1321611226","18.4633480093, 54.2213179507",384338.152114509
137,"11","7",117,2408108.243926703929901,6744169.762727785855532,"1","1","1","21.6324044133, 51.6894618421","18.4633480093, 54.2213179507",410543.003572396
138,"11","8",118,2395473.104443217627704,6665025.879946983419359,"1","1","1","21.5189010242, 51.2465719009","18.4633480093, 54.2213179507",458046.463503475
139,"11","9",119,2383135.818805458955467,6586606.698594727553427,"1","1","1","21.4080733017, 50.8034899029","18.4633480093, 54.2213179507",529745.308746956
140,"11","10",120,2371086.457923250738531,6508893.884189721196890,"1","1","1","21.2998320512, 50.3602142009","18.4633480093, 54.2213179507",625810.45952569
141,"11","11",121,2359315.531955051235855,6431869.644940912723541,"1","1","0","21.1940920242, 49.9167429099","18.4633480093, 54.2213179507",711899.535496748
142,"11","12",122,2345056.245137386955321,6365747.506073135882616,"1","1","0","21.0659986713, 49.5327577486","18.4633480093, 54.2213179507",749893.327074247
144,"12","1",123,2567251.664180932566524,7206559.501948322169483,"1","1","0","23.0620140812, 54.1917714868","18.4633480093, 54.2213179507",420386.223189165
145,"12","2",124,2559603.468596562743187,7136721.220437242649496,"1","1","0","22.9933091713, 53.823082697","18.4633480093, 54.2213179507",429118.708382243
146,"12","3",125,2544483.348025165032595,7053983.796067609451711,"1","1","0","22.8574828172, 53.3820602508","18.4633480093, 54.2213179507",408865.452743842
147,"12","4",126,2529737.409818771295249,6972059.960147021338344,"1","1","0","22.7250178005, 52.9408267376","18.4633480093, 54.2213179507",455492.832207146
148,"12","5",127,2515352.507419563829899,6890928.848295560106635,"1","1","0","22.5957960236, 52.4993827245","18.4633480093, 54.2213179507",454191.864659883
149,"12","6",128,2501316.103154791519046,6810570.232553692534566,"1","1","0","22.4697048588, 52.0577284277","18.4633480093, 54.2213179507",436570.857289777
150,"12","7",129,2487616.233931651804596,6730964.496089702472091,"1","1","1","22.3466368396, 51.6158637317","18.4633480093, 54.2213179507",461122.457595293
151,"12","8",130,2474241.479199001099914,6652092.609006446786225,"1","1","1","22.2264893737, 51.1737882079","18.4633480093, 54.2213179507",483337.558697619
152,"12","9",131,2461180.931005473714322,6573936.105199332349002,"1","1","1","22.1091644731, 50.7315011319","18.4633480093, 54.2213179507",584788.75884314
153,"12","10",132,2448424.165997894015163,6496477.060218963772058,"1","1","0","21.9945685032, 50.289001499","18.4633480093, 54.2213179507",626805.396417427
154,"12","11",133,2435961.219216787721962,6419698.070093356072903,"1","1","0","21.8826119474, 49.8462880392","18.4633480093, 54.2213179507",687506.366308386
155,"12","12",134,2429326.887800622731447,6358773.999255167320371,"1","1","0","21.8230147343, 49.4920840054","18.4633480093, 54.2213179507",760332.937242939
157,"13","1",135,2611491.081198127940297,7174012.862864232622087,"0","0","0","23.4594235258, 54.0203583388","18.4633480093, 54.2213179507",449674.083912067
158,"13","2",136,2614079.816483214031905,7114573.403621055185795,"0","1","0","23.4826785306, 53.7054774614","18.4633480093, 54.2213179507",468698.287729335
159,"13","3",137,2620055.335043687839061,7035825.632971968501806,"1","1","0","23.5363575271, 53.2846533094","18.4633480093, 54.2213179507",487374.710831639
160,"13","4",138,2611296.411699940916151,6957179.119344805367291,"1","1","0","23.45767478, 52.8601927619","18.4633480093, 54.2213179507",547260.422123424
161,"13","5",139,2586012.402954196557403,6884336.806726712733507,"1","1","0","23.230544665, 52.4633182187","18.4633480093, 54.2213179507",502678.580880777
162,"13","6",140,2579900.199080523103476,6795177.661651186645031,"1","1","0","23.1756378034, 51.9726274664","18.4633480093, 54.2213179507",501880.570589884
163,"13","7",141,2566881.346137164160609,6717005.796867558732629,"1","1","0","23.0586874576, 51.5379364803",,
164,"13","8",142,2552775.577597490046173,6638420.219012140296400,"1","1","0","22.9319731828, 51.0967199026","18.4633480093, 54.2213179507",537491.275278242
165,"13","9",143,2538999.987019892316312,6560540.263162174262106,"1","1","0","22.8082249472, 50.6552713171","18.4633480093, 54.2213179507",645185.811065882
166,"13","10",144,2525543.677507103420794,6483348.431712257675827,"1","1","0","22.6873448622, 50.2135903883","18.4633480093, 54.2213179507",668730.830411986
167,"13","11",145,2511007.723393166437745,6408582.868989662267268,"1","1","0","22.5567661647, 49.7818581264","18.4633480093, 54.2213179507",801447.846895808
168,"13","12",146,2499016.201118212193251,6334330.531515719369054,"1","1","0","22.4490444873, 49.3492476698","18.4633480093, 54.2213179507",797259.894873079
169,"13","13",147,2530433.446754158940166,6286719.638712873682380,"0","0","0","22.7312704067, 49.0698372855",,
172,"14","3",148,2662072.055359165649861,6994703.097856509499252,"0","0","0","23.9138001476, 53.0632341235","18.4633480093, 54.2213179507",498699.907449148
173,"14","4",149,2657625.794663947075605,6945906.909195161424577,"0","1","0","23.8738587082, 52.7990127573","18.4633480093, 54.2213179507",567258.536287126
174,"14","5",150,2644303.802840421441942,6908676.123187655583024,"0","0","0","23.7541852195, 52.5963296897","18.4633480093, 54.2213179507",540448.296040035
175,"14","6",151,2627619.380204480141401,6774425.808059588074684,"1","1","0","23.6043065009, 51.8576402793","18.4633480093, 54.2213179507",527807.794703641
176,"14","7",152,2621306.999452011194080,6702800.925219762139022,"1","1","0","23.5476014198, 51.4584977097","18.4633480093, 54.2213179507",616007.693666729
177,"14","8",153,2627970.587299838662148,6621917.824252894148231,"1","1","0","23.6074614479, 51.0035280872","18.4633480093, 54.2213179507",584144.032742538
178,"14","9",154,2616581.542111103422940,6546426.264187464490533,"1","1","0","23.5051519142, 50.5748207286","18.4633480093, 54.2213179507",636847.681746734
179,"14","10",155,2595445.009361493401229,6476477.919370769523084,"1","1","0","23.31527921, 50.1740784465","18.4633480093, 54.2213179507",718480.932788659
180,"14","11",156,2565039.213129297364503,6420649.612296556122601,"1","1","0","23.0421392952, 49.8517997235",,
181,"14","12",157,2535713.132787885610014,6294774.218257498927414,"0","0","0","22.7786986333, 49.1172175699",,
182,"14","13",158,2537521.122091234661639,6284327.523717361502349,"0","0","0","22.7949400775, 49.0557571906",,
190,"15","8",159,2675826.885209579486400,6593688.571394863538444,"1","1","0","24.0373618864, 50.8436777566",,
191,"15","9",160,2666832.913242319133133,6540545.217733023688197,"1","1","0","23.9565676616, 50.5412578138",,
192,"15","10",161,2649614.229278111364692,6496868.370460157282650,"0","0","0","23.8018895918, 50.2912473616",,
