id,xIndex,yIndex,AUTO,xcoord,ycoord,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE
98,8,7,79,2168253.745176988,6779192.499548377,True,True,False
99,8,8,80,2157884.9110855563,6699321.832808695,True,True,False
100,8,9,81,2147762.7485238304,6620200.980469449,True,True,False
101,8,10,82,2137878.9279814563,6541810.490637661,True,True,False
102,8,11,83,2128225.494226127,6464131.51545362,True,True,True
103,8,12,84,2123269.1844468336,6392963.0100331735,True,True,True
105,9,1,85,2316177.1379276533,7228697.638765148,True,False,False
106,9,2,86,2308375.5160974064,7178350.34308684,True,True,False
107,9,3,87,2295774.583179166,7094688.262581594,True,True,False
108,9,4,88,2283488.9556333725,7011873.325724294,True,True,False
109,9,5,89,2271507.3834110894,6929883.098738544,True,True,False
110,9,6,90,2259819.1474339818,6848695.874416559,True,True,True
111,9,7,91,2248414.028980486,6768290.640755384,True,True,False
112,9,8,92,2237282.2811510456,6688647.051158926,True,True,False
113,9,9,93,2226414.6022510007,6609745.396117866,True,True,False
114,9,10,94,2215802.1109437384,6531566.576284482,True,True,False
115,9,11,95,2205436.323039414,6454092.076864421,True,True,True
116,9,12,96,2195325.9476753874,6377317.198629458,True,True,False
117,9,13,97,2203528.863111044,6330748.958640809,True,True,False
118,10,1,98,2407419.7629451025,7220130.303694439,True,True,False
119,10,2,99,2392385.6293747686,7165321.723003119,True,True,False
120,10,3,100,2378934.939752598,7081950.306612976,True,True,False
121,10,4,101,2365819.6555148135,6999415.431474676,True,True,False
122,10,5,102,2353027.866961352,6917695.162964424,True,True,False
123,10,6,103,2340548.223200069,6836768.264128966,True,True,True
124,10,7,104,2328369.9001579667,6756614.166286208,True,True,True
125,10,8,105,2316482.5707465825,6677212.941039134,True,True,False
126,10,9,106,2304876.37701592,6598545.273628096,True,True,False
127,10,10,107,2293541.9041455677,6520592.437550772,True,True,True
128,10,11,108,2282470.1561345276,6443336.270382503,True,True,True
129,10,12,109,2271600.59010572,6366830.425729199,True,True,False
130,10,13,110,2252323.808393436,6321225.713652989,True,True,False
131,11,1,111,2490938.2187641556,7217165.600321417,True,False,False
132,11,2,112,2476133.355900801,7151442.346301336,True,True,False
133,11,3,113,2461842.7633230286,7068379.2938537635,True,True,False
134,11,4,114,2447907.208973563,6986141.589136021,True,True,False
135,11,5,115,2434314.1506391387,6904707.82123377,True,True,False
136,11,6,116,2421051.630903364,6824057.246808893,True,True,False
137,11,7,117,2408108.243926704,6744169.762727786,True,True,True
138,11,8,118,2395473.1044432176,6665025.879946983,True,True,True
139,11,9,119,2383135.818805459,6586606.698594728,True,True,True
140,11,10,120,2371086.4579232507,6508893.884189721,True,True,True
141,11,11,121,2359315.5319550512,6431869.644940913,True,True,False
142,11,12,122,2345056.245137387,6365747.506073136,True,True,False
144,12,1,123,2567251.6641809326,7206559.501948323,True,True,False
145,12,2,124,2559603.4685965627,7136721.220437244,True,True,False
146,12,3,125,2544483.348025165,7053983.796067609,True,True,False
147,12,4,126,2529737.4098187713,6972059.960147021,True,True,False
148,12,5,127,2515352.507419564,6890928.84829556,True,True,False
149,12,6,128,2501316.1031547915,6810570.232553693,True,True,False
150,12,7,129,2487616.233931652,6730964.4960897025,True,True,True
151,12,8,130,2474241.4791990006,6652092.609006447,True,True,True
152,12,9,131,2461180.9310054737,6573936.105199332,True,True,True
153,12,10,132,2448424.165997894,6496477.060218964,True,True,False
154,12,11,133,2435961.2192167877,6419698.070093356,True,True,False
155,12,12,134,2429326.8878006227,6358773.999255167,True,True,False
157,13,1,135,2611491.081198128,7174012.862864234,False,False,False
158,13,2,136,2614079.816483214,7114573.403621055,False,True,False
159,13,3,137,2620055.335043688,7035825.6329719685,True,True,False
160,13,4,138,2611296.4116999405,6957179.119344805,True,True,False
161,13,5,139,2586012.4029541966,6884336.806726713,True,True,False
162,13,6,140,2579900.199080523,6795177.661651187,True,True,False
163,13,7,141,2566881.346137164,6717005.796867559,True,True,False
164,13,8,142,2552775.57759749,6638420.21901214,True,True,False
165,13,9,143,2538999.9870198923,6560540.263162174,True,True,False
166,13,10,144,2525543.6775071034,6483348.431712258,True,True,False
167,13,11,145,2511007.7233931664,6408582.868989663,True,True,False
168,13,12,146,2499016.2011182127,6334330.531515719,True,True,False
169,13,13,147,2530433.446754159,6286719.638712874,False,False,False
172,14,3,148,2662072.0553591656,6994703.0978565095,False,False,False
173,14,4,149,2657625.794663947,6945906.909195161,False,True,False
174,14,5,150,2644303.802840421,6908676.123187656,False,False,False
175,14,6,151,2627619.38020448,6774425.808059588,True,True,False
176,14,7,152,2621306.999452011,6702800.925219762,True,True,False
177,14,8,153,2627970.5872998387,6621917.824252894,True,True,False
178,14,9,154,2616581.5421111034,6546426.2641874645,True,True,False
179,14,10,155,2595445.0093614934,6476477.9193707695,True,True,False
180,14,11,156,2565039.2131292974,6420649.612296556,True,True,False
181,14,12,157,2535713.1327878856,6294774.218257499,False,False,False
182,14,13,158,2537521.1220912347,6284327.523717362,False,False,False
190,15,8,159,2675826.8852095795,6593688.571394864,True,True,False
191,15,9,160,2666832.913242319,6540545.217733024,True,True,False
192,15,10,161,2649614.2292781114,6496868.370460157,False,False,False
