id,xIndex,yIndex,AUTO,xcoord,ycoord,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE
146,10,2,110,2236128.5193811418,7214305.416218656,True,True,False
147,10,3,111,2226603.093818875,7147279.059434567,True,True,False
148,10,4,112,2217236.7192615564,7080428.98398251,True,True,False
149,10,5,113,2208058.2321961387,7014122.395143542,False,True,False
150,10,6,114,2199062.241570544,6948347.667416505,True,True,False
151,10,7,115,2190243.5616402375,6883093.481660955,True,True,True
152,10,8,116,2181597.2023857045,6818348.81426405,True,True,False
153,10,9,117,2173118.360458424,6754102.926755428,True,True,False
154,10,10,118,2164802.410621907,6690345.355848986,True,True,False
155,10,11,119,2156644.897656745,6627065.903891433,True,True,False
156,10,12,120,2148641.528700803,6564254.629698498,True,True,False
157,10,13,121,2140788.1659977245,6501901.839760675,True,True,False
158,10,14,122,2133080.8200287465,6439998.07980135,True,True,True
159,10,15,123,2127824.3979917057,6382887.001386399,True,True,True
162,11,2,124,2303757.720295765,7204617.703611729,True,False,False
163,11,3,125,2293663.07414803,7137653.5461878,True,True,False
164,11,4,126,2283752.2116663987,7070975.306844381,True,True,False
165,11,5,127,2274039.6479997667,7004835.5152754,True,True,False
166,11,6,128,2264519.7137597757,6939222.737335386,True,True,False
167,11,7,129,2255186.954519836,6874125.836272299,True,False,True
168,11,8,130,2246036.1208355143,6809533.962389489,True,True,False
169,11,9,131,2237062.158811866,6745436.543124345,True,True,False
170,11,10,132,2228260.2011833563,6681823.273524741,True,True,False
171,11,11,133,2219625.558874454,6618684.107105134,True,True,False
172,11,12,134,2211153.713011207,6556009.247065189,True,True,False
173,11,13,135,2202840.3073561713,6493789.137854482,True,True,False
174,11,14,136,2194681.1411409606,6432014.457067783,True,True,True
175,11,15,137,2186692.973938712,6370692.666407903,True,True,False
176,11,16,138,2193574.160690929,6333485.899502557,True,True,False
177,12,1,139,2396786.2325283177,7228902.726064859,True,True,False
178,12,2,140,2371267.1905732416,7194453.281148386,True,True,False
179,12,3,141,2360569.1238828474,7127483.407426247,True,True,False
180,12,4,142,2350118.4196160845,7060986.171780688,True,True,False
181,12,5,143,2339876.247846213,6995022.09529611,True,False,False
182,12,6,144,2329836.669201368,6929579.9437431805,True,True,False
183,12,7,145,2319993.9684634875,6864648.770969159,True,True,True
184,12,8,146,2310342.6442209147,6800217.909070922,True,True,False
185,12,9,147,2300877.3990843,6736276.958952543,True,True,False
186,12,10,148,2291593.130430705,6672815.781250826,True,True,False
187,12,11,149,2282484.9216432627,6609824.487612703,True,True,False
188,12,12,150,2273548.0338160247,6547293.432309355,True,True,False
189,12,13,151,2264777.8978957026,6485213.204172327,True,True,True
190,12,14,152,2256170.1072339416,6423574.618837824,True,True,True
191,12,15,153,2247720.410525554,6362368.711285754,True,True,False
192,12,16,154,2241442.1711177337,6322201.66959291,True,True,False
193,13,1,155,2451006.618029869,7227162.027919825,True,False,False
194,13,2,156,2438524.0561986794,7183619.029257636,True,True,False
195,13,3,157,2427313.3511850312,7116772.857692459,True,True,False
196,13,4,158,2416327.6720209136,7050465.628937301,True,False,False
197,13,5,159,2405560.5738380905,6984686.028703105,True,True,False
198,13,6,160,2395005.855939485,6919423.030807155,True,True,False
199,13,7,161,2384657.5504980236,6854665.887504324,True,True,True
200,13,8,162,2374509.9118713816,6790404.120185068,True,True,True
201,13,9,163,2364557.4064942673,6726627.510425343,True,True,True
202,13,10,164,2354794.703312573,6663326.091374002,True,True,False
203,13,11,165,2345216.6647261847,6600490.139463747,True,True,False
204,13,12,166,2335818.3380095176,6538110.166432385,True,True,True
205,13,13,167,2326594.947180955,6476176.911641552,True,True,True
206,13,14,168,2317541.8852943177,6414681.334680619,True,True,False
207,13,15,169,2307257.8728439314,6356220.925404175,True,True,False
208,13,16,170,2281381.9345362736,6322681.516821358,True,True,False
209,14,1,171,2517687.6287320005,7224516.836883344,True,False,False
210,14,2,172,2505638.732590525,7172167.644487843,True,True,False
211,14,3,173,2493888.0160885714,7105526.302857101,True,True,False
212,14,4,174,2482372.4425004744,7039417.913141419,True,True,False
213,14,5,175,2471085.30602274,6973831.387293603,True,True,False
214,14,6,176,2460020.153571575,6908755.914866624,True,True,False
215,14,7,177,2449170.773161725,6844180.953917535,True,True,False
216,14,8,178,2438531.1829137546,6780096.222242549,True,True,False
217,14,9,179,2428095.6206510053,6716491.688930866,True,True,True
218,14,10,180,2417858.5340501224,6653357.566225013,True,False,True
219,14,11,181,2407814.5713115283,6590684.30167606,True,True,True
220,14,12,182,2397958.572318491,6528462.570582284,True,True,True
221,14,13,183,2388285.560255568,6466683.268700302,True,True,False
222,14,14,184,2378790.733659135,6405337.505218071,True,True,False
223,14,15,185,2367274.7851135302,6359838.161593826,True,False,False
225,15,1,186,2575353.503790001,7213530.398307127,True,True,False
226,15,2,187,2572509.516149804,7160135.331100336,True,True,False
227,15,3,188,2560285.5363372974,7093748.333512547,True,True,False
228,15,4,189,2548245.354992156,7027847.437662992,True,True,False
229,15,5,190,2536443.2677814187,6962462.415270594,True,True,False
230,15,6,191,2524872.578427574,6897582.678861624,True,True,False
231,15,7,192,2513526.839482476,6833197.899266661,True,True,False
232,15,8,193,2502399.8410579157,6769297.99740283,True,True,False
233,15,9,194,2491485.6001558704,6705873.136341223,True,True,False
234,15,10,195,2480778.3505620793,6642913.713649715,True,True,False
235,15,11,196,2470272.533269031,6580410.354001558,True,True,False
236,15,12,197,2459962.7873967416,6518353.902040253,True,True,False
237,15,13,198,2449843.9415818234,6456735.415491611,True,True,False
238,15,14,199,2439911.0058072577,6395546.158514093,True,True,False
239,15,15,200,2435397.2384363674,6348962.958581941,True,True,False
242,16,2,201,2612562.9909494785,7139308.625541,False,False,False
243,16,3,202,2616917.710075253,7078587.428162233,True,True,False
244,16,4,203,2613929.656940289,7015752.362959322,True,True,False
245,16,5,204,2601627.430921764,6950583.523167727,True,True,False
246,16,6,205,2586360.693562047,6889707.057781328,True,True,False
247,16,7,206,2574664.3429645235,6819137.861754522,True,True,False
248,16,8,207,2566109.399137801,6758013.378329659,True,True,False
249,16,9,208,2554721.026974084,6694775.640140819,True,True,False
250,16,10,209,2543547.99867405,6631998.18239373,True,True,False
251,16,11,210,2532584.555203321,6569671.812551804,True,True,False
252,16,12,211,2521825.1417289735,6507787.550072693,True,True,False
253,16,13,212,2511264.39880108,6446336.619928468,True,True,False
254,16,14,213,2500626.6865413347,6385533.988420494,True,True,False
255,16,15,214,2493569.1785717066,6330460.872909423,True,True,False
260,17,4,215,2653761.5843369076,6998429.905014313,True,True,False
261,17,5,216,2648455.572987287,6942389.522501896,False,True,False
262,17,6,217,2632069.9117801483,6903175.05581761,False,False,False
263,17,7,218,2620852.325067551,6797405.701709404,True,True,False
264,17,8,219,2616931.716648961,6747034.6519661965,True,False,False
265,17,9,220,2612690.909705166,6681686.7292387,True,True,False
266,17,10,221,2606161.446107062,6620614.757352472,True,True,False
267,17,11,222,2594744.7582998215,6558472.3252941985,True,True,False
268,17,12,223,2583539.9053394967,6496767.031659009,True,True,False
269,17,13,224,2567302.341744851,6440776.977543729,True,True,False
270,17,14,225,2543130.9779256047,6395840.652237045,True,True,False
270,17,14,226,2526906.4471477964,6351014.6828921195,True,True,False
271,17,15,227,2528131.1398832463,6309882.714825226,False,False,False
272,17,16,228,2537444.2013857034,6284353.520691365,False,False,False
281,18,9,229,2649235.063763956,6649990.894962683,True,True,False
282,18,10,230,2658989.5993529283,6605181.965282052,True,True,False
283,18,11,231,2652736.8473916645,6547667.675831198,True,True,False
284,18,12,232,2632007.7949679582,6495841.530607834,True,True,False
285,18,13,233,2610272.489176893,6456852.22334358,True,False,False
