multiplier,road_mean_rel_error,rail_mean_rel_error,water_mean_rel_error
1.0,11.552468227926372,17.275131651592822,32.89996258404211
1.1,4.209505550255241,9.892791014622413,27.589025656794455
1.2,7.093989095306161,7.802365129541529,22.587237475396325
1.3,15.295889959686885,11.983842809229374,17.933457555465758
1.4,24.013202958534375,18.6103382706062,15.068164048677884
1.5,32.774763787618895,25.78377957246123,16.067000718583895
1.6,41.53632461670338,33.40455581063259,20.70308392662016
1.7000000000000002,50.36080401252517,41.18721017153007,26.935658544278922
1.8,59.20555718973257,49.14394437078427,33.379444085246725
