multiplier,road_mean_rel_error,rail_mean_rel_error,water_mean_rel_error
1.0,15.520880409746033,16.97173893649671,26.079623121303076
1.1,7.402795431885781,9.682115133317987,19.58951081373539
1.2,6.668687961856736,7.486405282052914,14.911754775522562
1.3,12.68843071367376,12.054017302297307,11.171344672845555
1.4,20.170388000844078,18.892494685685605,10.114132674089626
1.5,28.082253066411795,26.60917319316099,13.637069205634381
1.6,36.12438365814539,34.68972165160063,19.31520234467152
1.7000000000000002,44.34439485907935,42.90430703704382,25.910333525696263
1.8,52.62590521189513,51.1764264831838,33.05667838165447
