multiplier,road_mean_rel_error,rail_mean_rel_error,water_mean_rel_error
1.0,4.0517732203317,8.662451494851195,24.893219279734044
1.1,8.654078709945663,5.410123503901162,17.729620759978797
1.2,18.256631606652174,11.72005748430304,11.419388040585392
1.3,28.03567255283385,20.563928741964535,8.690420912720342
1.4,37.85363934838516,29.640458017216698,11.664409163820313
1.5,47.681858977513,38.813980964576075,17.54766997513584
1.6,57.51188000142061,48.019380742668226,24.244138927384526
1.7000000000000002,67.34740453542943,57.22478052076039,31.411407264772237
1.8,77.18576993366939,66.43018029885258,39.14149004505293
