id,xIndex,yIndex,AUTO,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE,start,end,cost
"5","1","5","1","0","0","0","4611299.45962, 3447159.41268","4883968.96594, 3501968.32857",307261.652655953
"6","1","6","2","1","1","0","4611501.81646, 3427465.09643","4883968.96594, 3501968.32857",316713.141104901
"7","1","7","3","0","1","0","4613852.54415, 3402620.6389","4883968.96594, 3501968.32857",382414.369290407
"8","1","8","4","1","1","0","4616189.85471, 3377917.98477","4883968.96594, 3501968.32857",350273.151733398
"9","1","9","5","1","1","0","4617884.37878, 3351651.32483","4883968.96594, 3501968.32857",361177.820763195
"10","1","10","6","1","1","0","4614058.9624, 3325577.80191","4883968.96594, 3501968.32857",371278.497502574
"11","1","11","7","0","1","0","4611756.73758, 3306808.5988","4883968.96594, 3501968.32857",390825.866578173
"29","2","4","8","0","0","0","4641854.24898, 3466565.83617","4883968.96594, 3501968.32857",269986.835607778
"30","2","5","9","0","0","0","4634385.19143, 3451455.95926","4883968.96594, 3501968.32857",284628.010694657
"31","2","6","10","1","1","0","4633968.96594, 3426968.32857","4883968.96594, 3501968.32857",298489.101004589
"32","2","7","11","1","1","0","4633968.96594, 3401968.32857","4883968.96594, 3501968.32857",315602.10207963
"33","2","8","12","1","1","0","4633968.96594, 3376968.32857","4883968.96594, 3501968.32857",326486.564452415
"34","2","9","13","1","1","0","4633968.96594, 3351968.32857","4883968.96594, 3501968.32857",347099.537799929
"35","2","10","14","1","0","0","4633968.96594, 3326968.32857","4883968.96594, 3501968.32857",352512.938655124
"36","2","11","15","1","1","0","4634617.55995, 3302707.77839","4883968.96594, 3501968.32857",364832.039614739
"37","2","12","16","1","1","0","4638218.0155, 3276967.64184","4883968.96594, 3501968.32857",371636.163991756
"38","2","13","17","1","1","0","4639214.13437, 3255092.02805","4883968.96594, 3501968.32857",398433.25612934
"39","2","14","18","0","1","0","4644615.02398, 3226391.35416","4883968.96594, 3501968.32857",430040.808576259
"40","2","15","19","1","1","0","4644107.39361, 3201516.48986","4883968.96594, 3501968.32857",435714.935132417
"41","2","16","20","1","1","0","4644262.82295, 3185733.55768","4883968.96594, 3501968.32857",461056.665869929
"54","3","4","21","0","0","0","4660946.00189, 3470904.68265","4883968.96594, 3501968.32857",245418.267280942
"55","3","5","22","0","1","0","4658968.96594, 3451968.32857","4883968.96594, 3501968.32857",261185.860345702
"56","3","6","23","1","1","0","4658968.96594, 3426968.32857","4883968.96594, 3501968.32857",269717.40674898
"57","3","7","24","1","1","0","4658968.96594, 3401968.32857","4883968.96594, 3501968.32857",288415.768166994
