id,xIndex,yIndex,AUTO,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE,start,end,cost
"3","1","3","1","1","1","0","4622669.62503, 3444801.39719","4888804.42546, 3496273.76387",306040.018518112
"4","1","4","2","1","1","0","4623357.3748, 3407854.00295","4888804.42546, 3496273.76387",334610.463763476
"5","1","5","3","1","1","0","4627263.36665, 3362591.92436","4888804.42546, 3496273.76387",354278.266316626
"6","1","6","4","1","1","0","4623589.71749, 3316961.44187","4888804.42546, 3496273.76387",379668.032161526
"7","1","7","5","1","1","0","4635729.04109, 3272317.36512","4888804.42546, 3496273.76387",377569.974063092
"8","1","8","6","0","0","0","4639132.20027, 3248148.07645","4888804.42546, 3496273.76387",397450.37015406
"9","1","9","7","1","1","0","4641351.19413, 3188809.90827","4888804.42546, 3496273.76387",456556.820128526
"16","2","2","8","0","0","0","4675854.5672, 3479292.84592","4888804.42546, 3496273.76387",236061.404186621
"17","2","3","9","1","1","0","4664327.84508, 3451562.05496","4888804.42546, 3496273.76387",263490.759620029
"18","2","4","10","1","1","0","4663968.96594, 3406968.32857","4888804.42546, 3496273.76387",291892.142368289
"19","2","5","11","1","1","0","4663968.96594, 3361968.32857","4888804.42546, 3496273.76387",304726.163328961
"20","2","6","12","1","1","0","4663968.96594, 3316968.32857","4888804.42546, 3496273.76387",340320.821531766
"21","2","7","13","1","1","0","4663968.96594, 3271968.32857","4888804.42546, 3496273.76387",364641.327186162
"22","2","8","14","1","1","0","4664515.19416, 3226911.02785","4888804.42546, 3496273.76387",403938.240903056
"23","2","9","15","1","1","0","4666362.90269, 3184019.27938","4888804.42546, 3496273.76387",452374.285483415
"24","2","10","16","1","1","0","4676855.78942, 3137733.99877","4888804.42546, 3496273.76387",487260.722743831
"25","2","11","17","1","1","0","4677903.77278, 3103145.35789","4888804.42546, 3496273.76387",529407.056567135
"30","3","2","18","1","1","0","4712074.23048, 3487524.23039","4888804.42546, 3496273.76387",205031.3930206
"31","3","3","19","1","1","0","4708968.96594, 3451968.32857","4888804.42546, 3496273.76387",221106.33474539
"32","3","4","20","1","1","0","4708968.96594, 3406968.32857","4888804.42546, 3496273.76387",251453.251767048
"33","3","5","21","1","1","0","4708968.96594, 3361968.32857","4888804.42546, 3496273.76387",262664.003940186
"34","3","6","22","1","1","0","4708968.96594, 3316968.32857","4888804.42546, 3496273.76387",292726.007831799
"35","3","7","23","1","1","0","4708968.96594, 3271968.32857","4888804.42546, 3496273.76387",346301.825218194
"36","3","8","24","1","1","0","4708968.96594, 3226968.32857","4888804.42546, 3496273.76387",388624.525324214
"37","3","9","25","1","1","0","4708968.96594, 3181968.32857","4888804.42546, 3496273.76387",428368.04801256
"38","3","10","26","1","1","0","4708968.96594, 3136968.32857","4888804.42546, 3496273.76387",478871.210413663
"39","3","11","27","1","1","0","4709887.22674, 3100680.02788","4888804.42546, 3496273.76387",524271.915015853
"43","4","1","28","0","0","0","4768855.99917, 3522928.61786","4888804.42546, 3496273.76387",141366.769946808
"44","4","2","29","1","1","0","4754850.53794, 3495851.71083","4888804.42546, 3496273.76387",153022.609902944
"45","4","3","30","1","1","0","4753968.96594, 3451968.32857","4888804.42546, 3496273.76387",182143.966215985
"46","4","4","31","1","1","0","4753968.96594, 3406968.32857","4888804.42546, 3496273.76387",198380.451496461
"47","4","5","32","1","1","0","4753968.96594, 3361968.32857","4888804.42546, 3496273.76387",223690.786471788
"48","4","6","33","0","1","0","4753968.96594, 3316968.32857","4888804.42546, 3496273.76387",261474.211577308
"49","4","7","34","1","1","0","4753968.96594, 3271968.32857","4888804.42546, 3496273.76387",318513.568876339
"50","4","8","35","1","1","0","4753968.96594, 3226968.32857","4888804.42546, 3496273.76387",366530.504924749
"51","4","9","36","1","1","0","4753968.96594, 3181968.32857","4888804.42546, 3496273.76387",417739.175779245
"52","4","10","37","1","1","0","4753968.96594, 3136968.32857","4888804.42546, 3496273.76387",453274.922720978
