multiplier,road_mean_rel_error,rail_mean_rel_error,water_mean_rel_error
1.0,7.4739138367951385,12.750756115739442,25.60297588834677
1.1,3.982788892255022,6.380062552124055,18.988231003227867
1.2,12.159492063949406,7.6021207183761375,13.481221688125455
1.3,21.29399395608904,14.970724448354384,9.750443562837246
1.4,30.53724942682077,23.495168616712405,11.396622087919555
1.5,39.83039947167786,32.15025130891572,16.78288811775641
1.6,49.134720199252314,40.866690437160294,22.932191313388863
1.7000000000000002,58.44391455278317,49.619664495814426,29.638757650527566
1.8,67.76414482059397,58.37551427624474,36.956280102227005
