id,xIndex,yIndex,AUTO,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE,start,end,cost
"2","1","2","1","0","0","0","4641854.24898, 3466565.83617","4871468.96594, 3489468.32857",260367.182484975
"3","1","3","2","1","1","0","4624935.52586, 3437520.31466","4871468.96594, 3489468.32857",289779.73384724
"4","1","4","3","1","1","0","4627498.15712, 3390512.84221","4871468.96594, 3489468.32857",350318.285207376
"5","1","5","4","1","1","0","4628397.08304, 3337882.5379","4871468.96594, 3489468.32857",337916.635960384
"6","1","6","5","1","1","0","4630297.22925, 3295554.0536","4871468.96594, 3489468.32857",358319.640119071
"7","1","7","6","1","1","0","4640498.62895, 3248266.14146","4871468.96594, 3489468.32857",380041.393158103
"8","1","8","7","1","1","0","4644144.16843, 3197782.22352","4871468.96594, 3489468.32857",446546.413285643
"15","2","2","8","1","1","0","4676832.27879, 3474515.04346","4871468.96594, 3489468.32857",217670.729799112
"16","2","3","9","1","1","0","4671468.96594, 3439468.32857","4871468.96594, 3489468.32857",243469.189085499
"17","2","4","10","1","1","0","4671468.96594, 3389468.32857","4871468.96594, 3489468.32857",271010.158612338
"18","2","5","11","1","1","0","4671468.96594, 3339468.32857","4871468.96594, 3489468.32857",296363.605288427
"19","2","6","12","1","1","0","4671468.96594, 3289468.32857","4871468.96594, 3489468.32857",320128.693956897
"20","2","7","13","1","1","0","4671468.96594, 3239468.32857","4871468.96594, 3489468.32857",380362.280489393
"21","2","8","14","1","1","0","4672200.8597, 3190161.92496","4871468.96594, 3489468.32857",435694.140968226
"22","2","9","15","1","1","0","4681410.54142, 3140486.8496","4871468.96594, 3489468.32857",472277.383956159
"23","2","10","16","1","1","0","4683136.66022, 3102724.88146","4871468.96594, 3489468.32857",517955.063448474
"27","3","1","17","0","0","0","4745189.17339, 3515050.02721","4871468.96594, 3489468.32857",156194.964585689
"28","3","2","18","1","1","0","4723778.37184, 3485142.59872","4871468.96594, 3489468.32857",173129.394803749
"29","3","3","19","1","1","0","4721468.96594, 3439468.32857","4871468.96594, 3489468.32857",192667.581949884
"30","3","4","20","1","1","0","4721468.96594, 3389468.32857","4871468.96594, 3489468.32857",218853.551801121
"31","3","5","21","1","1","0","4721468.96594, 3339468.32857","4871468.96594, 3489468.32857",240886.768033301
"32","3","6","22","1","1","0","4721468.96594, 3289468.32857","4871468.96594, 3489468.32857",301170.347225516
"33","3","7","23","1","1","0","4721468.96594, 3239468.32857","4871468.96594, 3489468.32857",351229.39401882
"34","3","8","24","1","1","0","4721468.96594, 3189468.32857","4871468.96594, 3489468.32857",403646.599868339
"35","3","9","25","1","1","0","4721468.96594, 3139468.32857","4871468.96594, 3489468.32857",474803.433482507
"36","3","10","26","1","1","0","4722530.42175, 3099736.12963","4871468.96594, 3489468.32857",502876.476995264
"40","4","1","27","1","1","0","4778692.88512, 3522664.17675","4871468.96594, 3489468.32857",127074.591746542
"41","4","2","28","1","1","0","4771468.96594, 3489468.32857","4871468.96594, 3489468.32857",114522.649859044
"42","4","3","29","1","1","0","4771468.96594, 3439468.32857","4871468.96594, 3489468.32857",135236.515269588
"43","4","4","30","1","1","0","4771468.96594, 3389468.32857","4871468.96594, 3489468.32857",170441.730958639
"44","4","5","31","1","1","0","4771468.96594, 3339468.32857","4871468.96594, 3489468.32857",220883.180338805
"45","4","6","32","1","1","0","4771468.96594, 3289468.32857","4871468.96594, 3489468.32857",271403.337036602
"46","4","7","33","1","1","0","4771468.96594, 3239468.32857","4871468.96594, 3489468.32857",329434.437474868
"47","4","8","34","1","1","0","4771468.96594, 3189468.32857","4871468.96594, 3489468.32857",382183.023861044
"48","4","9","35","1","1","0","4771468.96594, 3139468.32857","4871468.96594, 3489468.32857",439058.470704748
"49","4","10","36","1","1","0","4773693.62213, 3092084.61887","4871468.96594, 3489468.32857",488916.875088686
"50","4","11","37","1","1","0","4783832.75252, 3050964.64652","4871468.96594, 3489468.32857",533104.435249354
"53","5","1","38","1","1","0","4824111.46947, 3532986.13439","4871468.96594, 3489468.32857",113705.883688842
"54","5","2","39","1","1","0","4821468.96594, 3489468.32857","4871468.96594, 3489468.32857",59626.5548169567
"55","5","3","40","1","1","0","4821468.96594, 3439468.32857","4871468.96594, 3489468.32857",87659.2055226633
"56","5","4","41","1","1","0","4821468.96594, 3389468.32857","4871468.96594, 3489468.32857",133887.247611973
"57","5","5","42","1","1","0","4821468.96594, 3339468.32857","4871468.96594, 3489468.32857",198477.391767408
"58","5","6","43","1","1","0","4821468.96594, 3289468.32857","4871468.96594, 3489468.32857",251702.571573534
"59","5","7","44","1","1","0","4821468.96594, 3239468.32857","4871468.96594, 3489468.32857",310335.287079763
"60","5","8","45","1","1","0","4821468.96594, 3189468.32857","4871468.96594, 3489468.32857",365673.164858699
"61","5","9","46","1","1","0","4821468.96594, 3139468.32857","4871468.96594, 3489468.32857",430885.627687185
"62","5","10","47","1","1","0","4821470.86135, 3089474.7037","4871468.96594, 3489468.32857",484587.67010779
"63","5","11","48","1","1","0","4836299.85797, 3062830.3147","4871468.96594, 3489468.32857",506986.716668698
"63","5","11","49","1","1","0","4802381.21591, 3048071.62761","4871468.96594, 3489468.32857",531327.223109572
"66","6","1","50","1","1","0","4860461.70539, 3532853.72288","4871468.96594, 3489468.32857",61035.5232962676
"67","6","2","51","1","1","1","4871468.96594, 3489468.32857",,
"68","6","3","52","1","1","0","4871468.96594, 3439468.32857","4871468.96594, 3489468.32857",67200.3681567262
"69","6","4","53","1","1","1","4871468.96594, 3389468.32857","4871468.96594, 3489468.32857",126123.009691285
"70","6","5","54","1","1","1","4871468.96594, 3339468.32857","4871468.96594, 3489468.32857",188780.692024331
"71","6","6","55","1","1","0","4871468.96594, 3289468.32857","4871468.96594, 3489468.32857",238127.2804823
"72","6","7","56","1","1","0","4871468.96594, 3239468.32857","4871468.96594, 3489468.32857",292457.707423117
"73","6","8","57","1","1","0","4871468.96594, 3189468.32857","4871468.96594, 3489468.32857",348679.323201776
"74","6","9","58","1","1","0","4871468.96594, 3139468.32857","4871468.96594, 3489468.32857",408199.586412672
"75","6","10","59","1","1","0","4871468.96594, 3089468.32857","4871468.96594, 3489468.32857",468341.136014405
"76","6","11","60","1","1","0","4881177.66733, 3044374.6262","4871468.96594, 3489468.32857",514569.180112352
"79","7","1","61","0","0","0","4926121.08157, 3517645.47021","4871468.96594, 3489468.32857",83314.8899590131
"80","7","2","62","1","1","1","4921468.96594, 3489468.32857","4871468.96594, 3489468.32857",61162.2186360371
"81","7","3","63","1","1","1","4921468.96594, 3439468.32857","4871468.96594, 3489468.32857",86304.3025430689
"82","7","4","64","1","1","1","4921468.96594, 3389468.32857","4871468.96594, 3489468.32857",135737.53736496
"83","7","5","65","1","1","1","4921468.96594, 3339468.32857","4871468.96594, 3489468.32857",182076.87457832
"84","7","6","66","1","1","0","4921468.96594, 3289468.32857","4871468.96594, 3489468.32857",236190.31490036
"85","7","7","67","1","1","0","4921468.96594, 3239468.32857","4871468.96594, 3489468.32857",287835.200036931
"86","7","8","68","1","1","0","4921468.96594, 3189468.32857","4871468.96594, 3489468.32857",350769.61039123
"87","7","9","69","1","1","0","4921468.96594, 3139468.32857","4871468.96594, 3489468.32857",405315.159556843
"88","7","10","70","1","1","0","4921468.96594, 3089468.32857","4871468.96594, 3489468.32857",465309.139620238
"89","7","11","71","1","1","0","4921774.67504, 3040694.78402","4871468.96594, 3489468.32857",529017.848011325
"90","7","12","72","1","1","0","4942015.88067, 3007789.63747","4871468.96594, 3489468.32857",557986.798645015
"92","8","1","73","1","1","0","4971589.50105, 3519228.62811","4871468.96594, 3489468.32857",123879.795051438
"93","8","2","74","1","1","0","4971468.96594, 3489468.32857","4871468.96594, 3489468.32857",115202.949187893
