id,xIndex,yIndex,AUTO,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE
23,1,23,1,False,False,False
24,1,24,2,False,False,False
25,1,25,3,False,False,False
26,1,26,4,False,False,False
27,1,27,5,True,True,False
28,1,28,6,False,False,False
51,1,51,7,False,False,False
52,1,52,8,False,False,False
53,1,53,9,False,False,False
147,2,23,10,False,False,False
148,2,24,11,False,False,False
149,2,25,12,False,False,False
150,2,26,13,False,False,False
151,2,27,14,True,True,False
152,2,28,15,True,False,False
153,2,29,16,False,False,False
154,2,30,17,False,False,False
155,2,31,18,False,False,False
156,2,32,19,False,False,False
157,2,33,20,False,False,False
172,2,48,21,False,False,False
173,2,49,22,False,False,False
174,2,50,23,False,False,False
175,2,51,24,False,False,False
176,2,52,25,False,False,False
177,2,53,26,False,False,False
270,3,22,27,False,False,False
271,3,23,28,False,False,False
272,3,24,29,False,False,False
273,3,25,30,False,False,False
274,3,26,31,False,False,False
275,3,27,32,True,True,False
276,3,28,33,True,False,False
277,3,29,34,False,False,False
278,3,30,35,False,False,False
279,3,31,36,False,False,False
280,3,32,37,False,False,False
281,3,33,38,False,False,False
282,3,34,39,False,False,False
283,3,35,40,False,False,False
284,3,36,41,False,False,False
285,3,37,42,True,False,False
286,3,38,43,True,True,False
294,3,46,44,False,False,False
295,3,47,45,True,False,False
296,3,48,46,False,False,False
297,3,49,47,False,False,False
298,3,50,48,False,False,False
299,3,51,49,False,False,False
300,3,52,50,False,False,False
301,3,53,51,False,False,False
394,4,22,52,False,False,False
395,4,23,53,False,False,False
396,4,24,54,False,False,False
397,4,25,55,False,False,False
398,4,26,56,False,False,False
399,4,27,57,True,True,False
400,4,28,58,True,False,False
401,4,29,59,False,False,False
402,4,30,60,False,False,False
403,4,31,61,False,False,False
404,4,32,62,False,False,False
405,4,33,63,False,False,False
406,4,34,64,False,False,False
407,4,35,65,False,False,False
408,4,36,66,False,False,False
409,4,37,67,True,False,False
410,4,38,68,True,True,False
411,4,39,69,False,False,False
412,4,40,70,True,True,False
413,4,41,71,True,False,False
414,4,42,72,True,False,False
415,4,43,73,False,False,False
416,4,44,74,True,False,False
417,4,45,75,True,False,False
418,4,46,76,False,False,False
419,4,47,77,True,False,False
420,4,48,78,True,False,False
421,4,49,79,False,False,False
422,4,50,80,False,False,False
423,4,51,81,False,False,False
424,4,52,82,False,False,False
425,4,53,83,False,False,False
426,4,54,84,False,False,False
518,5,22,85,False,False,False
519,5,23,86,False,False,False
520,5,24,87,False,False,False
521,5,25,88,False,False,False
522,5,26,89,False,False,False
523,5,27,90,False,True,False
524,5,28,91,True,True,False
525,5,29,92,False,False,False
526,5,30,93,False,False,False
527,5,31,94,False,False,False
528,5,32,95,False,False,False
529,5,33,96,False,True,False
530,5,34,97,False,True,False
531,5,35,98,False,True,False
532,5,36,99,False,False,False
533,5,37,100,False,True,False
534,5,38,101,True,True,False
535,5,39,102,True,True,False
536,5,40,103,True,True,False
537,5,41,104,True,True,False
538,5,42,105,True,True,False
539,5,43,106,True,True,False
540,5,44,107,True,True,False
541,5,45,108,True,True,False
542,5,46,109,True,True,False
543,5,47,110,True,True,False
544,5,48,111,True,True,False
545,5,49,112,True,True,False
546,5,50,113,True,True,False
547,5,51,114,False,True,False
548,5,52,115,False,False,False
549,5,53,116,False,False,False
550,5,54,117,False,False,False
641,6,21,118,False,False,False
642,6,22,119,False,False,False
643,6,23,120,False,False,False
644,6,24,121,False,False,False
645,6,25,122,False,False,False
646,6,26,123,False,False,False
647,6,27,124,False,False,False
648,6,28,125,True,True,False
649,6,29,126,False,False,False
650,6,30,127,False,False,False
651,6,31,128,False,False,False
652,6,32,129,False,False,False
653,6,33,130,False,False,False
654,6,34,131,False,True,False
655,6,35,132,False,True,False
656,6,36,133,False,True,False
657,6,37,134,False,True,False
658,6,38,135,True,True,False
659,6,39,136,True,True,False
660,6,40,137,True,True,False
661,6,41,138,True,True,False
662,6,42,139,False,False,False
663,6,43,140,False,False,False
664,6,44,141,False,False,False
665,6,45,142,False,False,False
666,6,46,143,False,False,False
667,6,47,144,False,False,False
668,6,48,145,True,False,False
669,6,49,146,False,False,False
670,6,50,147,True,False,False
671,6,51,148,True,True,False
672,6,52,149,True,True,False
673,6,53,150,True,True,False
674,6,54,151,False,False,False
675,6,55,152,False,False,False
765,7,21,153,False,False,False
766,7,22,154,False,False,False
767,7,23,155,False,False,False
768,7,24,156,False,False,False
769,7,25,157,False,False,False
770,7,26,158,False,False,False
771,7,27,159,False,False,False
772,7,28,160,True,True,False
773,7,29,161,False,False,False
774,7,30,162,False,False,False
775,7,31,163,False,False,False
776,7,32,164,False,False,False
777,7,33,165,False,False,False
778,7,34,166,False,False,False
779,7,35,167,False,False,False
780,7,36,168,False,True,False
781,7,37,169,False,True,False
782,7,38,170,True,True,False
783,7,39,171,True,True,False
784,7,40,172,True,False,False
785,7,41,173,True,False,False
786,7,42,174,True,False,False
787,7,43,175,False,False,False
788,7,44,176,False,False,False
789,7,45,177,False,False,False
790,7,46,178,False,False,False
791,7,47,179,False,False,False
792,7,48,180,True,False,False
793,7,49,181,False,False,False
794,7,50,182,False,False,False
795,7,51,183,False,False,False
796,7,52,184,False,False,False
797,7,53,185,True,True,False
798,7,54,186,True,True,False
799,7,55,187,False,True,False
800,7,56,188,False,False,False
801,7,57,189,True,True,False
802,7,58,190,False,False,False
803,7,59,191,False,False,False
804,7,60,192,False,False,False
805,7,61,193,False,False,False
806,7,62,194,True,True,False
807,7,63,195,True,True,False
888,8,20,196,False,False,False
889,8,21,197,False,False,False
890,8,22,198,False,False,False
891,8,23,199,False,False,False
892,8,24,200,False,False,False
893,8,25,201,False,False,False
894,8,26,202,False,True,False
895,8,27,203,False,False,False
896,8,28,204,True,True,False
897,8,29,205,True,False,False
898,8,30,206,True,False,False
899,8,31,207,True,False,False
900,8,32,208,False,False,False
901,8,33,209,False,False,False
902,8,34,210,False,False,False
903,8,35,211,False,False,False
904,8,36,212,False,False,False
905,8,37,213,False,True,False
906,8,38,214,True,True,False
907,8,39,215,True,False,False
908,8,40,216,False,False,False
909,8,41,217,False,False,False
910,8,42,218,True,False,False
911,8,43,219,True,False,False
912,8,44,220,True,False,False
913,8,45,221,False,False,False
914,8,46,222,False,False,False
915,8,47,223,False,False,False
916,8,48,224,True,False,False
