id,xIndex,yIndex,AUTO,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE
3,1,3,1,False,False,False
4,1,4,2,True,True,False
5,1,5,3,True,True,False
6,1,6,4,True,True,False
7,1,7,5,True,True,False
8,1,8,6,True,True,False
19,2,3,7,False,True,False
20,2,4,8,True,True,False
21,2,5,9,True,True,False
22,2,6,10,True,True,False
23,2,7,11,True,True,False
24,2,8,12,True,True,False
25,2,9,13,True,True,False
26,2,10,14,True,True,False
27,2,11,15,True,True,False
28,2,12,16,True,True,False
34,3,2,17,False,False,False
35,3,3,18,True,True,False
36,3,4,19,True,True,False
37,3,5,20,True,True,False
38,3,6,21,True,True,False
39,3,7,22,True,True,False
40,3,8,23,True,True,False
41,3,9,24,True,True,False
42,3,10,25,True,True,False
43,3,11,26,True,True,False
44,3,12,27,True,True,False
50,4,2,28,True,True,False
51,4,3,29,True,True,False
52,4,4,30,True,True,False
53,4,5,31,True,True,False
54,4,6,32,True,True,False
55,4,7,33,True,True,False
56,4,8,34,True,True,False
57,4,9,35,True,True,False
58,4,10,36,True,True,False
59,4,11,37,True,True,False
60,4,12,38,True,True,False
61,4,13,39,True,True,False
65,5,1,40,False,False,False
66,5,2,41,True,True,False
67,5,3,42,True,True,False
68,5,4,43,True,True,False
69,5,5,44,True,True,False
70,5,6,45,True,True,False
71,5,7,46,True,True,False
72,5,8,47,True,True,False
73,5,9,48,True,True,False
74,5,10,49,True,True,False
75,5,11,50,True,True,False
76,5,12,51,True,True,False
77,5,13,52,True,True,False
78,5,14,53,True,True,False
81,6,1,54,True,True,False
82,6,2,55,True,True,False
83,6,3,56,True,True,False
84,6,4,57,True,True,False
85,6,5,58,True,True,False
86,6,6,59,True,True,False
87,6,7,60,True,True,False
88,6,8,61,True,True,False
89,6,9,62,True,True,False
90,6,10,63,True,True,False
91,6,11,64,True,True,False
92,6,12,65,True,True,False
93,6,13,66,True,True,False
94,6,14,67,True,False,False
97,7,1,68,True,True,False
98,7,2,69,True,True,False
99,7,3,70,True,True,False
100,7,4,71,True,True,False
101,7,5,72,True,True,True
102,7,6,73,True,True,True
103,7,7,74,True,True,False
104,7,8,75,True,True,False
105,7,9,76,True,True,False
106,7,10,77,True,True,False
107,7,11,78,True,True,False
108,7,12,79,True,True,False
109,7,13,80,True,True,False
110,7,14,81,True,False,False
113,8,1,82,False,False,False
114,8,2,83,True,True,True
115,8,3,84,True,True,True
116,8,4,85,True,True,True
117,8,5,86,True,True,True
118,8,6,87,True,True,True
119,8,7,88,True,True,False
120,8,8,89,True,True,False
121,8,9,90,True,True,False
122,8,10,91,True,True,False
123,8,11,92,True,True,False
124,8,12,93,True,True,False
125,8,13,94,True,True,False
126,8,14,95,True,True,False
130,9,2,96,True,True,False
131,9,3,97,True,True,False
132,9,4,98,True,True,False
133,9,5,99,True,True,False
134,9,6,100,True,True,True
135,9,7,101,True,True,True
136,9,8,102,True,True,False
137,9,9,103,True,True,False
138,9,10,104,True,True,False
139,9,11,105,True,True,False
140,9,12,106,True,True,False
141,9,13,107,True,True,False
142,9,14,108,True,True,True
143,9,15,109,True,True,True
146,10,2,110,True,True,False
147,10,3,111,True,True,False
148,10,4,112,True,True,False
149,10,5,113,False,True,False
150,10,6,114,True,True,False
151,10,7,115,True,True,True
152,10,8,116,True,True,False
153,10,9,117,True,True,False
154,10,10,118,True,True,False
155,10,11,119,True,True,False
156,10,12,120,True,True,False
157,10,13,121,True,True,False
158,10,14,122,True,True,True
159,10,15,123,True,True,True
162,11,2,124,True,False,False
163,11,3,125,True,True,False
164,11,4,126,True,True,False
165,11,5,127,True,True,False
166,11,6,128,True,True,False
167,11,7,129,True,False,True
168,11,8,130,True,True,False
169,11,9,131,True,True,False
170,11,10,132,True,True,False
171,11,11,133,True,True,False
172,11,12,134,True,True,False
173,11,13,135,True,True,False
174,11,14,136,True,True,True
175,11,15,137,True,True,False
176,11,16,138,True,True,False
177,12,1,139,True,True,False
178,12,2,140,True,True,False
179,12,3,141,True,True,False
180,12,4,142,True,True,False
181,12,5,143,True,False,False
182,12,6,144,True,True,False
183,12,7,145,True,True,True
184,12,8,146,True,True,False
185,12,9,147,True,True,False
186,12,10,148,True,True,False
187,12,11,149,True,True,False
188,12,12,150,True,True,False
189,12,13,151,True,True,True
190,12,14,152,True,True,True
191,12,15,153,True,True,False
192,12,16,154,True,True,False
193,13,1,155,True,False,False
194,13,2,156,True,True,False
195,13,3,157,True,True,False
196,13,4,158,True,False,False
197,13,5,159,True,True,False
198,13,6,160,True,True,False
199,13,7,161,True,True,True
200,13,8,162,True,True,True
201,13,9,163,True,True,True
202,13,10,164,True,True,False
203,13,11,165,True,True,False
204,13,12,166,True,True,True
205,13,13,167,True,True,True
206,13,14,168,True,True,False
207,13,15,169,True,True,False
208,13,16,170,True,True,False
209,14,1,171,True,False,False
210,14,2,172,True,True,False
211,14,3,173,True,True,False
212,14,4,174,True,True,False
213,14,5,175,True,True,False
214,14,6,176,True,True,False
215,14,7,177,True,True,False
216,14,8,178,True,True,False
217,14,9,179,True,True,True
218,14,10,180,True,False,True
219,14,11,181,True,True,True
220,14,12,182,True,True,True
221,14,13,183,True,True,False
222,14,14,184,True,True,False
223,14,15,185,True,False,False
225,15,1,186,True,True,False
226,15,2,187,True,True,False
227,15,3,188,True,True,False
228,15,4,189,True,True,False
229,15,5,190,True,True,False
230,15,6,191,True,True,False
