id,xIndex,yIndex,AUTO,BOOL_ROAD,BOOL_RAILWAY,BOOL_WATERCOURSE
163,8,16,115,True,True,False
164,8,17,116,True,True,False
165,8,18,117,False,False,False
169,9,1,118,False,True,False
170,9,2,119,True,True,False
171,9,3,120,True,True,False
172,9,4,121,True,True,False
173,9,5,122,True,True,False
174,9,6,123,True,True,False
175,9,7,124,True,True,True
176,9,8,125,True,True,False
177,9,9,126,True,True,False
178,9,10,127,True,True,False
179,9,11,128,True,False,False
180,9,12,129,True,True,False
181,9,13,130,True,True,False
182,9,14,131,True,True,False
183,9,15,132,True,True,False
184,9,16,133,True,True,False
185,9,17,134,True,True,False
190,10,1,135,False,False,False
191,10,2,136,True,True,True
192,10,3,137,True,True,True
193,10,4,138,True,True,False
194,10,5,139,True,True,False
195,10,6,140,True,True,True
196,10,7,141,True,True,True
197,10,8,142,True,True,False
198,10,9,143,True,True,False
199,10,10,144,True,True,False
200,10,11,145,True,False,False
201,10,12,146,True,True,False
202,10,13,147,True,True,False
203,10,14,148,True,True,False
204,10,15,149,True,True,False
205,10,16,150,True,True,False
206,10,17,151,True,True,False
207,10,18,152,True,True,False
208,10,19,153,True,True,False
212,11,2,154,False,False,True
213,11,3,155,True,True,True
214,11,4,156,True,True,True
215,11,5,157,True,True,True
216,11,6,158,True,True,True
217,11,7,159,True,True,True
218,11,8,160,True,True,True
219,11,9,161,True,True,False
220,11,10,162,True,True,False
221,11,11,163,True,True,False
222,11,12,164,True,True,False
223,11,13,165,True,True,False
224,11,14,166,True,True,False
225,11,15,167,True,True,False
226,11,16,168,True,True,False
227,11,17,169,True,True,False
228,11,18,170,True,True,False
229,11,19,171,True,True,False
233,12,2,172,True,False,False
234,12,3,173,True,True,False
235,12,4,174,True,True,False
236,12,5,175,True,True,False
237,12,6,176,True,True,False
238,12,7,177,True,True,False
239,12,8,178,True,True,True
240,12,9,179,True,True,True
241,12,10,180,True,True,False
242,12,11,181,True,True,False
243,12,12,182,True,True,False
244,12,13,183,True,True,False
245,12,14,184,True,True,False
246,12,15,185,True,True,False
247,12,16,186,True,True,False
248,12,17,187,True,True,False
249,12,18,188,True,True,False
250,12,19,189,True,True,True
251,12,20,190,False,True,True
254,13,2,191,True,True,False
255,13,3,192,False,True,False
256,13,4,193,True,True,False
257,13,5,194,True,True,False
258,13,6,195,True,True,False
259,13,7,196,False,True,False
260,13,8,197,True,True,False
261,13,9,198,True,True,True
262,13,10,199,True,True,False
263,13,11,200,True,True,False
264,13,12,201,True,True,False
265,13,13,202,True,True,False
266,13,14,203,True,True,False
267,13,15,204,True,True,False
268,13,16,205,True,True,False
269,13,17,206,True,True,False
270,13,18,207,True,True,True
271,13,19,208,True,True,True
272,13,20,209,True,True,True
275,14,2,210,True,False,False
276,14,3,211,True,True,False
277,14,4,212,True,True,False
278,14,5,213,True,True,False
279,14,6,214,True,True,False
280,14,7,215,True,True,False
281,14,8,216,True,True,False
282,14,9,217,True,False,True
283,14,10,218,True,True,False
284,14,11,219,True,True,False
285,14,12,220,True,True,False
286,14,13,221,True,True,False
287,14,14,222,True,True,False
288,14,15,223,False,True,False
289,14,16,224,True,True,False
290,14,17,225,True,True,False
291,14,18,226,True,True,True
292,14,19,227,True,True,False
293,14,20,228,True,True,False
294,14,21,229,True,True,False
296,15,2,230,True,True,False
297,15,3,231,True,True,False
298,15,4,232,True,True,False
299,15,5,233,True,True,False
300,15,6,234,True,False,False
301,15,7,235,True,True,False
302,15,8,236,True,True,False
303,15,9,237,True,True,True
304,15,10,238,True,True,False
305,15,11,239,True,True,False
306,15,12,240,True,True,False
307,15,13,241,True,True,False
308,15,14,242,True,True,False
309,15,15,243,False,True,False
310,15,16,244,True,True,False
311,15,17,245,True,True,False
312,15,18,246,True,True,True
313,15,19,247,True,True,False
314,15,20,248,True,True,False
315,15,21,249,True,True,False
317,16,2,250,True,True,False
318,16,3,251,True,True,False
319,16,4,252,True,True,False
320,16,5,253,True,True,False
321,16,6,254,True,False,False
322,16,7,255,True,False,False
323,16,8,256,True,True,False
324,16,9,257,True,True,True
325,16,10,258,True,True,True
326,16,11,259,True,True,False
327,16,12,260,True,False,False
328,16,13,261,True,True,False
329,16,14,262,True,True,False
330,16,15,263,True,True,False
331,16,16,264,True,True,False
332,16,17,265,True,False,True
333,16,18,266,True,True,True
334,16,19,267,True,True,False
335,16,20,268,True,False,False
336,16,21,269,True,False,False
337,17,1,270,False,False,False
338,17,2,271,True,False,False
339,17,3,272,True,True,False
340,17,4,273,True,True,False
341,17,5,274,True,False,False
342,17,6,275,True,True,False
343,17,7,276,True,True,False
344,17,8,277,True,True,False
345,17,9,278,True,True,False
346,17,10,279,True,True,True
347,17,11,280,True,True,True
348,17,12,281,True,True,False
349,17,13,282,True,True,False
350,17,14,283,True,True,False
351,17,15,284,True,False,False
352,17,16,285,True,True,False
353,17,17,286,True,False,True
354,17,18,287,True,True,False
355,17,19,288,True,True,False
356,17,20,289,True,True,False
357,17,21,290,True,True,False
358,18,1,291,True,False,False
359,18,2,292,True,True,False
360,18,3,293,True,True,False
361,18,4,294,True,True,False
362,18,5,295,True,False,False
363,18,6,296,True,True,False
364,18,7,297,True,True,False
365,18,8,298,True,True,False
366,18,9,299,True,True,False
367,18,10,300,True,True,False
368,18,11,301,True,True,True
369,18,12,302,True,True,True
370,18,13,303,True,False,False
371,18,14,304,True,True,False
372,18,15,305,True,False,False
373,18,16,306,True,True,True
374,18,17,307,True,True,True
375,18,18,308,True,True,False
376,18,19,309,True,True,False
377,18,20,310,True,True,False
379,19,1,311,False,False,False
380,19,2,312,True,True,False
381,19,3,313,True,True,False
382,19,4,314,True,True,False
383,19,5,315,True,True,False
384,19,6,316,True,True,False
385,19,7,317,True,True,False
386,19,8,318,True,True,False
387,19,9,319,True,True,False
388,19,10,320,True,True,False
389,19,11,321,True,True,False
390,19,12,322,True,True,True
391,19,13,323,False,False,True
392,19,14,324,True,True,True
393,19,15,325,True,True,True
394,19,16,326,True,True,True
395,19,17,327,True,True,False
396,19,18,328,True,True,False
397,19,19,329,True,True,False
400,20,1,331,True,True,False
401,20,2,332,True,True,False
402,20,3,333,True,True,False
403,20,4,334,True,False,False
404,20,5,335,True,True,False
405,20,6,336,True,True,False
406,20,7,337,True,True,False
407,20,8,338,True,True,False
408,20,9,339,True,True,False
409,20,10,340,True,True,False
410,20,11,341,True,True,False
411,20,12,342,True,True,False
412,20,13,343,True,True,False
413,20,14,344,True,True,False
414,20,15,345,True,True,False
415,20,16,346,True,True,False
416,20,17,347,True,True,False
417,20,18,348,True,True,False
418,20,19,349,True,True,False
419,20,20,350,True,True,False
422,21,2,351,False,False,False
423,21,3,352,False,True,False
424,21,4,353,True,True,False
425,21,5,354,True,True,False
426,21,6,355,True,True,False
427,21,7,356,True,True,False
428,21,8,357,True,True,False
429,21,9,358,True,False,False
430,21,10,359,True,True,False
431,21,11,360,True,True,False
432,21,12,361,True,True,False
433,21,13,362,True,True,False
434,21,14,363,True,False,False
435,21,15,364,True,True,False
436,21,16,365,True,True,False
437,21,17,366,True,True,False
438,21,18,367,True,False,False
439,21,19,368,True,True,False
440,21,20,369,False,True,False
445,22,4,370,False,False,False
446,22,5,371,True,True,False
447,22,6,372,False,True,False
448,22,7,373,False,True,False
449,22,8,374,False,False,False
450,22,9,375,True,True,False
451,22,10,376,True,True,False
452,22,11,377,True,False,False
453,22,12,378,True,False,False
454,22,13,379,True,True,False
455,22,14,380,True,True,False
456,22,15,381,False,True,False
457,22,16,382,False,True,False
458,22,17,383,True,True,False
459,22,18,384,True,True,False
460,22,19,385,True,False,False
461,22,20,386,False,False,False
462,22,21,387,False,False,False
469,23,7,388,False,False,False
472,23,10,389,False,False,False
473,23,11,390,True,True,False
474,23,12,391,True,True,False
475,23,13,392,True,True,False
476,23,14,393,True,True,False
477,23,15,394,True,True,False
478,23,16,395,True,True,False
479,23,17,396,True,False,False
480,23,18,397,True,True,False
496,24,13,398,True,True,False
497,24,14,399,True,True,False
498,24,15,400,True,True,False
499,24,16,401,True,True,False
398,19,20,330,False,False,False
